fecha,tipo_recurso,plazo,afore,monto
2020-12-01,sb pensiones promedio ponderado,12 meses,invercap,7.5249
2021-01-01,sb pensiones promedio ponderado,12 meses,invercap,8.1179
2021-02-01,sb pensiones promedio ponderado,12 meses,invercap,7.5492
2021-03-01,sb pensiones promedio ponderado,12 meses,invercap,6.0038
2021-04-01,sb pensiones promedio ponderado,12 meses,invercap,6.6742
2021-05-01,sb pensiones promedio ponderado,12 meses,invercap,5.3006
2021-06-01,sb pensiones promedio ponderado,12 meses,invercap,3.4151
2021-07-01,sb pensiones promedio ponderado,12 meses,invercap,3.3967
2021-08-01,sb pensiones promedio ponderado,12 meses,invercap,3.3997
2021-09-01,sb pensiones promedio ponderado,12 meses,invercap,2.9129
2021-10-01,sb pensiones promedio ponderado,12 meses,invercap,3.4679
2021-11-01,sb pensiones promedio ponderado,12 meses,invercap,4.0029
2021-12-01,sb pensiones promedio ponderado,12 meses,invercap,3.9388
2022-01-01,sb pensiones promedio ponderado,12 meses,invercap,2.1636
2022-02-01,sb pensiones promedio ponderado,12 meses,invercap,2.241
2022-03-01,sb pensiones promedio ponderado,12 meses,invercap,4.1507
2022-04-01,sb pensiones promedio ponderado,12 meses,invercap,3.2999
2022-05-01,sb pensiones promedio ponderado,12 meses,invercap,3.2706
2022-06-01,sb pensiones promedio ponderado,12 meses,invercap,4.5738
2022-07-01,sb pensiones promedio ponderado,12 meses,invercap,5.0227
2022-08-01,sb pensiones promedio ponderado,12 meses,invercap,4.5644
2022-09-01,sb pensiones promedio ponderado,12 meses,invercap,4.2205
2022-10-01,sb pensiones promedio ponderado,12 meses,invercap,4.083
2022-11-01,sb pensiones promedio ponderado,12 meses,invercap,4.1973
2022-12-01,sb pensiones promedio ponderado,12 meses,invercap,4.8407
2023-01-01,sb pensiones promedio ponderado,12 meses,invercap,6.1545
2023-02-01,sb pensiones promedio ponderado,12 meses,invercap,5.5838
2023-03-01,sb pensiones promedio ponderado,12 meses,invercap,5.8701
2023-04-01,sb pensiones promedio ponderado,12 meses,invercap,5.747
2023-05-01,sb pensiones promedio ponderado,12 meses,invercap,6.0869
2023-06-01,sb pensiones promedio ponderado,12 meses,invercap,5.8031
2023-07-01,sb pensiones promedio ponderado,12 meses,invercap,5.1423
2023-08-01,sb pensiones promedio ponderado,12 meses,invercap,4.9566
2023-09-01,sb pensiones promedio ponderado,12 meses,invercap,5.5706
2023-10-01,sb pensiones promedio ponderado,12 meses,invercap,5.3849
2023-11-01,sb pensiones promedio ponderado,12 meses,invercap,7.8215
2023-12-01,sb pensiones promedio ponderado,12 meses,invercap,7.4929
2024-01-01,sb pensiones promedio ponderado,12 meses,invercap,7.5957
2024-02-01,sb pensiones promedio ponderado,12 meses,invercap,8.3301
2024-03-01,sb pensiones promedio ponderado,12 meses,invercap,7.042
2024-04-01,sb pensiones promedio ponderado,12 meses,invercap,6.2338
2024-05-01,sb pensiones promedio ponderado,12 meses,invercap,6.8155
2024-06-01,sb pensiones promedio ponderado,12 meses,invercap,6.7156
2024-07-01,sb pensiones promedio ponderado,12 meses,invercap,8.0725
2024-08-01,sb pensiones promedio ponderado,12 meses,invercap,9.7055
2024-09-01,sb pensiones promedio ponderado,12 meses,invercap,11.6615
2024-10-01,sb pensiones promedio ponderado,12 meses,invercap,10.6548
2024-11-01,sb pensiones promedio ponderado,12 meses,invercap,8.3237
2024-12-01,sb pensiones promedio ponderado,12 meses,invercap,7.1444
2025-01-01,sb pensiones promedio ponderado,12 meses,invercap,8.1078
2025-02-01,sb pensiones promedio ponderado,12 meses,invercap,9.7716
2025-03-01,sb pensiones promedio ponderado,12 meses,invercap,11.3914
2025-04-01,sb pensiones promedio ponderado,12 meses,invercap,12.5257
2025-05-01,sb pensiones promedio ponderado,12 meses,invercap,12.6572
2025-06-01,sb pensiones promedio ponderado,12 meses,invercap,12.9506
2025-07-01,sb pensiones promedio ponderado,12 meses,invercap,11.9267
2025-08-01,sb pensiones promedio ponderado,12 meses,invercap,11.4509
2025-09-01,sb pensiones promedio ponderado,12 meses,invercap,11.4263
2025-10-01,sb pensiones promedio ponderado,12 meses,invercap,13.73
2025-11-01,sb pensiones promedio ponderado,12 meses,invercap,13.6514
2025-12-01,sb pensiones promedio ponderado,12 meses,invercap,13.8994
2019-12-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.5943
2020-01-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.5419
2020-02-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.5563
2020-03-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.7933
2020-04-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.6356
2020-05-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.8125
2020-06-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.4547
2020-07-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.3681
2020-08-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.1754
2020-09-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.0002
2020-10-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.4958
2020-11-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.6899
2020-12-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.6787
2021-01-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.1096
2021-02-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.7157
2021-03-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.9219
2021-04-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.3496
2021-05-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.9769
2021-06-01,sb pensiones promedio ponderado,12 meses,pensionissste,3.5224
2021-07-01,sb pensiones promedio ponderado,12 meses,pensionissste,3.5945
2021-08-01,sb pensiones promedio ponderado,12 meses,pensionissste,3.7515
2021-09-01,sb pensiones promedio ponderado,12 meses,pensionissste,3.3064
2021-10-01,sb pensiones promedio ponderado,12 meses,pensionissste,3.7354
2021-11-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.3507
2021-12-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.5548
2022-01-01,sb pensiones promedio ponderado,12 meses,pensionissste,3.032
2022-02-01,sb pensiones promedio ponderado,12 meses,pensionissste,3.0506
2022-03-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.7333
2022-04-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.0192
2022-05-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.1676
2022-06-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.0531
2022-07-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.4654
2022-08-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.1188
2022-09-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.8687
2022-10-01,sb pensiones promedio ponderado,12 meses,pensionissste,4.963
2022-11-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.1953
2022-12-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.6491
2023-01-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.8674
2023-02-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.5054
2023-03-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.7517
2023-04-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.8639
2023-05-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.0487
2023-06-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.0909
2023-07-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.7895
2023-08-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.8466
2023-09-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.8519
2023-10-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.0588
2023-11-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.26
2023-12-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.6917
2024-01-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.3265
2024-02-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.5397
2024-03-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.8125
2024-04-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.3054
2024-05-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.0921
2024-06-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.7306
2024-07-01,sb pensiones promedio ponderado,12 meses,pensionissste,6.4248
2024-08-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.63
2024-09-01,sb pensiones promedio ponderado,12 meses,pensionissste,11.0752
2024-10-01,sb pensiones promedio ponderado,12 meses,pensionissste,10.7797
2024-11-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.3216
2024-12-01,sb pensiones promedio ponderado,12 meses,pensionissste,5.6841
2025-01-01,sb pensiones promedio ponderado,12 meses,pensionissste,7.0175
2025-02-01,sb pensiones promedio ponderado,12 meses,pensionissste,8.713
2025-03-01,sb pensiones promedio ponderado,12 meses,pensionissste,10.5541
2025-04-01,sb pensiones promedio ponderado,12 meses,pensionissste,12.1529
2025-05-01,sb pensiones promedio ponderado,12 meses,pensionissste,12.1267
2025-06-01,sb pensiones promedio ponderado,12 meses,pensionissste,12.4745
2025-07-01,sb pensiones promedio ponderado,12 meses,pensionissste,11.6598
2025-08-01,sb pensiones promedio ponderado,12 meses,pensionissste,11.1639
2025-09-01,sb pensiones promedio ponderado,12 meses,pensionissste,10.7654
2025-10-01,sb pensiones promedio ponderado,12 meses,pensionissste,12.7397
2025-11-01,sb pensiones promedio ponderado,12 meses,pensionissste,12.9529
2025-12-01,sb pensiones promedio ponderado,12 meses,pensionissste,13.1345
2019-12-01,sb pensiones promedio ponderado,12 meses,principal,7.1101
2020-01-01,sb pensiones promedio ponderado,12 meses,principal,7.4923
2020-02-01,sb pensiones promedio ponderado,12 meses,principal,7.5091
2020-03-01,sb pensiones promedio ponderado,12 meses,principal,6.4127
2020-04-01,sb pensiones promedio ponderado,12 meses,principal,7.4409
2020-05-01,sb pensiones promedio ponderado,12 meses,principal,8.3683
2020-06-01,sb pensiones promedio ponderado,12 meses,principal,9.1018
2020-07-01,sb pensiones promedio ponderado,12 meses,principal,9.5474
2020-08-01,sb pensiones promedio ponderado,12 meses,principal,9.5015
2020-09-01,sb pensiones promedio ponderado,12 meses,principal,9.1979
2020-10-01,sb pensiones promedio ponderado,12 meses,principal,8.8592
2020-11-01,sb pensiones promedio ponderado,12 meses,principal,8.3189
2020-12-01,sb pensiones promedio ponderado,12 meses,principal,8.7408
2021-01-01,sb pensiones promedio ponderado,12 meses,principal,9.0823
2021-02-01,sb pensiones promedio ponderado,12 meses,principal,8.1672
2021-03-01,sb pensiones promedio ponderado,12 meses,principal,6.6807
2021-04-01,sb pensiones promedio ponderado,12 meses,principal,6.3941
2021-05-01,sb pensiones promedio ponderado,12 meses,principal,5.2314
2021-06-01,sb pensiones promedio ponderado,12 meses,principal,3.4602
2021-07-01,sb pensiones promedio ponderado,12 meses,principal,3.2068
2021-08-01,sb pensiones promedio ponderado,12 meses,principal,3.4904
2021-09-01,sb pensiones promedio ponderado,12 meses,principal,2.813
2021-10-01,sb pensiones promedio ponderado,12 meses,principal,3.3607
2021-11-01,sb pensiones promedio ponderado,12 meses,principal,3.7575
2021-12-01,sb pensiones promedio ponderado,12 meses,principal,3.969
2022-01-01,sb pensiones promedio ponderado,12 meses,principal,1.5703
2022-02-01,sb pensiones promedio ponderado,12 meses,principal,1.8861
2022-03-01,sb pensiones promedio ponderado,12 meses,principal,4.2776
2022-04-01,sb pensiones promedio ponderado,12 meses,principal,2.3224
2022-05-01,sb pensiones promedio ponderado,12 meses,principal,2.5749
2022-06-01,sb pensiones promedio ponderado,12 meses,principal,2.9603
2022-07-01,sb pensiones promedio ponderado,12 meses,principal,3.9498
2022-08-01,sb pensiones promedio ponderado,12 meses,principal,2.8507
2022-09-01,sb pensiones promedio ponderado,12 meses,principal,1.3708
2022-10-01,sb pensiones promedio ponderado,12 meses,principal,1.3709
2022-11-01,sb pensiones promedio ponderado,12 meses,principal,2.5574
2022-12-01,sb pensiones promedio ponderado,12 meses,principal,3.1603
2023-01-01,sb pensiones promedio ponderado,12 meses,principal,5.6911
2023-02-01,sb pensiones promedio ponderado,12 meses,principal,4.307
2023-03-01,sb pensiones promedio ponderado,12 meses,principal,5.2044
2023-04-01,sb pensiones promedio ponderado,12 meses,principal,5.7413
2023-05-01,sb pensiones promedio ponderado,12 meses,principal,5.687
2023-06-01,sb pensiones promedio ponderado,12 meses,principal,6.5967
2023-07-01,sb pensiones promedio ponderado,12 meses,principal,5.0189
2023-08-01,sb pensiones promedio ponderado,12 meses,principal,4.5192
2023-09-01,sb pensiones promedio ponderado,12 meses,principal,5.4805
2023-10-01,sb pensiones promedio ponderado,12 meses,principal,4.6166
2023-11-01,sb pensiones promedio ponderado,12 meses,principal,7.2149
2023-12-01,sb pensiones promedio ponderado,12 meses,principal,7.0846
2024-01-01,sb pensiones promedio ponderado,12 meses,principal,6.0992
2024-02-01,sb pensiones promedio ponderado,12 meses,principal,7.7827
2024-03-01,sb pensiones promedio ponderado,12 meses,principal,5.8748
2024-04-01,sb pensiones promedio ponderado,12 meses,principal,4.3505
2024-05-01,sb pensiones promedio ponderado,12 meses,principal,5.2339
2024-06-01,sb pensiones promedio ponderado,12 meses,principal,4.7428
2024-07-01,sb pensiones promedio ponderado,12 meses,principal,6.2317
2024-08-01,sb pensiones promedio ponderado,12 meses,principal,8.8748
2024-09-01,sb pensiones promedio ponderado,12 meses,principal,12.2086
2024-10-01,sb pensiones promedio ponderado,12 meses,principal,11.3673
2024-11-01,sb pensiones promedio ponderado,12 meses,principal,7.5499
2024-12-01,sb pensiones promedio ponderado,12 meses,principal,5.4757
2025-01-01,sb pensiones promedio ponderado,12 meses,principal,7.0308
2025-02-01,sb pensiones promedio ponderado,12 meses,principal,8.6762
2025-03-01,sb pensiones promedio ponderado,12 meses,principal,10.5917
2025-04-01,sb pensiones promedio ponderado,12 meses,principal,12.0843
2025-05-01,sb pensiones promedio ponderado,12 meses,principal,12.0532
2025-06-01,sb pensiones promedio ponderado,12 meses,principal,12.2706
2025-07-01,sb pensiones promedio ponderado,12 meses,principal,11.2227
2025-08-01,sb pensiones promedio ponderado,12 meses,principal,10.8111
2025-09-01,sb pensiones promedio ponderado,12 meses,principal,10.437
2025-10-01,sb pensiones promedio ponderado,12 meses,principal,12.8041
2025-11-01,sb pensiones promedio ponderado,12 meses,principal,12.9021
2025-12-01,sb pensiones promedio ponderado,12 meses,principal,13.5808
2019-12-01,sb pensiones promedio ponderado,12 meses,profuturo,7.3047
2020-01-01,sb pensiones promedio ponderado,12 meses,profuturo,7.3678
2020-02-01,sb pensiones promedio ponderado,12 meses,profuturo,7.3515
2020-03-01,sb pensiones promedio ponderado,12 meses,profuturo,6.7512
2020-04-01,sb pensiones promedio ponderado,12 meses,profuturo,6.2738
2020-05-01,sb pensiones promedio ponderado,12 meses,profuturo,6.9161
2020-06-01,sb pensiones promedio ponderado,12 meses,profuturo,7.292
2020-07-01,sb pensiones promedio ponderado,12 meses,profuturo,7.6593
2020-08-01,sb pensiones promedio ponderado,12 meses,profuturo,7.5295
2020-09-01,sb pensiones promedio ponderado,12 meses,profuturo,7.2138
2020-10-01,sb pensiones promedio ponderado,12 meses,profuturo,6.8616
2020-11-01,sb pensiones promedio ponderado,12 meses,profuturo,6.6113
2020-12-01,sb pensiones promedio ponderado,12 meses,profuturo,7.0596
2021-01-01,sb pensiones promedio ponderado,12 meses,profuturo,7.8854
2021-02-01,sb pensiones promedio ponderado,12 meses,profuturo,6.4354
2021-03-01,sb pensiones promedio ponderado,12 meses,profuturo,4.3704
2021-04-01,sb pensiones promedio ponderado,12 meses,profuturo,5.1824
2021-05-01,sb pensiones promedio ponderado,12 meses,profuturo,4.8064
2021-06-01,sb pensiones promedio ponderado,12 meses,profuturo,3.69
2021-07-01,sb pensiones promedio ponderado,12 meses,profuturo,3.0576
2021-08-01,sb pensiones promedio ponderado,12 meses,profuturo,3.337
2021-09-01,sb pensiones promedio ponderado,12 meses,profuturo,2.5211
2021-10-01,sb pensiones promedio ponderado,12 meses,profuturo,3.0116
2021-11-01,sb pensiones promedio ponderado,12 meses,profuturo,2.7368
2021-12-01,sb pensiones promedio ponderado,12 meses,profuturo,3.053
2022-01-01,sb pensiones promedio ponderado,12 meses,profuturo,0.3225
2022-02-01,sb pensiones promedio ponderado,12 meses,profuturo,1.0228
2022-03-01,sb pensiones promedio ponderado,12 meses,profuturo,3.7716
2022-04-01,sb pensiones promedio ponderado,12 meses,profuturo,1.3094
2022-05-01,sb pensiones promedio ponderado,12 meses,profuturo,1.4057
2022-06-01,sb pensiones promedio ponderado,12 meses,profuturo,1.1339
2022-07-01,sb pensiones promedio ponderado,12 meses,profuturo,2.4906
2022-08-01,sb pensiones promedio ponderado,12 meses,profuturo,1.406
2022-09-01,sb pensiones promedio ponderado,12 meses,profuturo,0.0372
2022-10-01,sb pensiones promedio ponderado,12 meses,profuturo,-0.1368
2022-11-01,sb pensiones promedio ponderado,12 meses,profuturo,1.4708
2022-12-01,sb pensiones promedio ponderado,12 meses,profuturo,2.1817
2023-01-01,sb pensiones promedio ponderado,12 meses,profuturo,4.9404
2023-02-01,sb pensiones promedio ponderado,12 meses,profuturo,3.5509
2023-03-01,sb pensiones promedio ponderado,12 meses,profuturo,4.4755
2023-04-01,sb pensiones promedio ponderado,12 meses,profuturo,5.6752
2023-05-01,sb pensiones promedio ponderado,12 meses,profuturo,5.1703
2023-06-01,sb pensiones promedio ponderado,12 meses,profuturo,6.3406
